age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,label
22,Private,5th_6th,3,Married_civ_spouse,Machine_op_inspct,Other_relative,White,Female,40,Mexico,0
29,Private,Some_college,10,Never_married,Tech_support,Not_in_family,White,Female,40,United_States,0
62,Private,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,24,United_States,0
39,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,0
43,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,0
35,Private,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,45,United_States,0
29,Private,11th,7,Never_married,Exec_managerial,Not_in_family,White,Female,40,United_States,0
76,Self_emp_not_inc,Masters,14,Married_civ_spouse,Craft_repair,Husband,White,Male,10,United_States,0
63,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,45,United_States,0
43,Private,Some_college,10,Married_civ_spouse,Prof_specialty,Wife,White,Female,50,United_States,1
58,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,0
66,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,55,United_States,0
41,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,Black,Male,45,United_States,0
26,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Male,40,United_States,0
47,Private,Assoc_voc,11,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
55,Local_gov,10th,6,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
53,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
17,Private,5th_6th,3,Never_married,Other_service,Other_relative,White,Male,48,Mexico,0
30,Private,HS_grad,9,Never_married,Craft_repair,Other_relative,White,Male,40,United_States,0
49,Private,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,60,United_States,0
19,Private,HS_grad,9,Never_married,Sales,Unmarried,Black,Male,30,Haiti,0
45,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,40,United_States,0
26,Private,Assoc_acdm,12,Never_married,Sales,Not_in_family,White,Male,40,United_States,0
38,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
36,State_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
33,Private,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,20,United_States,0
22,State_gov,Some_college,10,Never_married,Protective_serv,Own_child,Black,Female,40,United_States,0
43,Self_emp_not_inc,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,42,United_States,0
56,Private,Assoc_acdm,12,Married_spouse_absent,Other_service,Not_in_family,White,Male,25,Iran,0
31,Private,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,25,United_States,0
33,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
26,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,40,United_States,0
33,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
46,Local_gov,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,30,United_States,0
38,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
65,Private,11th,7,Widowed,Other_service,Unmarried,Other,Male,40,United_States,0
40,Private,Assoc_voc,11,Married_civ_spouse,Tech_support,Husband,White,Male,40,United_States,1
42,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,35,United_States,0
26,Self_emp_not_inc,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,40,Portugal,0
36,Private,10th,6,Married_civ_spouse,Other_service,Wife,White,Female,24,United_States,0
62,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
43,Private,Bachelors,13,Married_civ_spouse,Transport_moving,Husband,White,Male,45,United_States,0
43,Private,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,45,United_States,1
22,Private,HS_grad,9,Married_spouse_absent,Sales,Not_in_family,White,Male,55,United_States,0
28,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
56,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,45,United_States,0
22,Private,Assoc_acdm,12,Never_married,Sales,Not_in_family,White,Female,15,United_States,0
57,Private,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Female,45,United_States,1
39,Private,HS_grad,9,Divorced,Sales,Unmarried,White,Female,40,United_States,0
26,Federal_gov,Some_college,10,Never_married,Adm_clerical,Unmarried,White,Female,15,United_States,0
17,Private,11th,7,Never_married,Other_service,Own_child,White,Male,10,United_States,0
40,State_gov,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,38,United_States,1
45,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40,United_States,0
44,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,Black,Male,40,United_States,0
20,Local_gov,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,10,United_States,0
33,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Wife,White,Female,40,United_States,0
23,Private,Some_college,10,Never_married,Sales,Not_in_family,White,Male,40,United_States,0
46,Self_emp_not_inc,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Male,30,United_States,0
38,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,50,United_States,0
54,Private,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,40,United_States,0
46,Private,5th_6th,3,Divorced,Craft_repair,Not_in_family,White,Female,45,United_States,0
25,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
46,Private,Some_college,10,Divorced,Sales,Not_in_family,White,Female,40,United_States,0
36,Local_gov,Some_college,10,Married_civ_spouse,Transport_moving,Wife,White,Female,40,United_States,0
23,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,25,United_States,0
29,Private,HS_grad,9,Separated,Machine_op_inspct,Not_in_family,White,Male,40,United_States,0
44,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,6,United_States,1
19,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,16,United_States,0
19,Private,HS_grad,9,Never_married,Other_service,Other_relative,White,Female,40,United_States,0
35,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,White,Female,40,United_States,1
27,Private,Bachelors,13,Never_married,Craft_repair,Not_in_family,White,Male,50,United_States,0
46,Self_emp_not_inc,Assoc_acdm,12,Separated,Craft_repair,Not_in_family,White,Male,40,United_States,0
34,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,35,United_States,0
44,Private,Some_college,10,Married_civ_spouse,Tech_support,Husband,White,Male,40,United_States,0
45,Private,Some_college,10,Divorced,Handlers_cleaners,Unmarried,White,Female,40,United_States,0
25,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,55,United_States,1
52,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
20,Private,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,40,United_States,0
28,Private,Some_college,10,Never_married,Other_service,Not_in_family,White,Female,40,United_States,0
50,State_gov,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
34,Private,Assoc_voc,11,Divorced,Tech_support,Not_in_family,White,Female,64,United_States,0
28,Private,7th_8th,4,Married_civ_spouse,Handlers_cleaners,Husband,Other,Male,40,Puerto_Rico,0
41,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,65,United_States,1
28,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
46,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,25,United_States,0
32,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,0
41,Local_gov,Some_college,10,Divorced,Other_service,Not_in_family,Black,Female,24,United_States,0
24,Private,HS_grad,9,Never_married,Handlers_cleaners,Unmarried,Black,Female,40,United_States,0
33,Private,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,40,United_States,0
46,Private,Doctorate,16,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,1
31,State_gov,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
35,Private,12th,8,Divorced,Craft_repair,Not_in_family,White,Male,50,United_States,1
52,Private,1st_4th,2,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,Mexico,0
30,Private,11th,7,Never_married,Other_service,Own_child,White,Female,19,United_States,0
34,Local_gov,11th,7,Separated,Machine_op_inspct,Not_in_family,Black,Male,40,United_States,0
34,State_gov,HS_grad,9,Divorced,Transport_moving,Unmarried,White,Female,40,United_States,0
20,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,30,United_States,0
17,Private,11th,7,Never_married,Handlers_cleaners,Own_child,White,Male,18,United_States,0
32,State_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,White,Female,40,United_States,1
29,Private,HS_grad,9,Divorced,Farming_fishing,Not_in_family,White,Male,40,United_States,0
33,Private,10th,6,Never_married,Craft_repair,Unmarried,White,Female,35,United_States,0
25,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,60,United_States,0
36,Federal_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
23,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Male,72,Dominican_Republic,0
63,Self_emp_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
47,Local_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,0
40,Self_emp_not_inc,Bachelors,13,Married_spouse_absent,Prof_specialty,Not_in_family,White,Female,40,United_States,0
30,Private,Assoc_acdm,12,Married_civ_spouse,Other_service,Wife,White,Female,25,United_States,1
27,Private,Some_college,10,Never_married,Craft_repair,Own_child,Asian_Pac_Islander,Male,40,Philippines,0
33,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
34,Local_gov,HS_grad,9,Never_married,Farming_fishing,Not_in_family,Black,Male,60,United_States,0
34,Local_gov,Some_college,10,Never_married,Protective_serv,Not_in_family,White,Female,40,United_States,0
23,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
42,Local_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,0
29,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
45,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,28,United_States,0
24,Federal_gov,HS_grad,9,Never_married,Armed_Forces,Own_child,White,Male,40,United_States,0
44,Private,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
27,Private,9th,5,Never_married,Craft_repair,Other_relative,White,Male,40,Mexico,0
20,Private,Some_college,10,Never_married,Sales,Not_in_family,White,Male,35,United_States,0
44,Private,HS_grad,9,Widowed,Exec_managerial,Unmarried,Black,Female,40,United_States,0
51,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,Amer_Indian_Eskimo,Male,40,United_States,0
20,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
19,Private,HS_grad,9,Never_married,Machine_op_inspct,Own_child,Black,Female,40,United_States,0
45,Self_emp_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,55,United_States,1
60,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
44,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Sales,Wife,White,Female,40,United_States,1
40,Private,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,Asian_Pac_Islander,Male,40,United_States,1
30,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Wife,White,Female,40,United_States,0
38,Private,Some_college,10,Married_civ_spouse,Transport_moving,Husband,Black,Male,50,United_States,0
23,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,60,United_States,0
44,Private,Assoc_acdm,12,Never_married,Farming_fishing,Own_child,White,Male,40,United_States,0
54,Local_gov,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Black,Male,40,United_States,0
32,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,0
50,Private,1st_4th,2,Married_spouse_absent,Craft_repair,Unmarried,White,Male,40,United_States,0
24,Private,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Female,20,United_States,0
37,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,60,United_States,0
52,Private,HS_grad,9,Divorced,Transport_moving,Unmarried,White,Male,40,United_States,0
38,Private,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
49,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
30,Private,Bachelors,13,Married_civ_spouse,Tech_support,Wife,White,Female,16,United_States,1
60,Private,Some_college,10,Never_married,Prof_specialty,Unmarried,White,Male,40,United_States,1
35,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
30,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,60,United_States,0
67,Private,Assoc_voc,11,Divorced,Other_service,Not_in_family,White,Female,24,United_States,0
46,Private,Bachelors,13,Never_married,Craft_repair,Not_in_family,White,Female,40,United_States,0
17,Private,9th,5,Never_married,Other_service,Not_in_family,White,Male,6,United_States,0
22,Private,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,30,United_States,0
27,Private,10th,6,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
23,Private,HS_grad,9,Never_married,Other_service,Unmarried,White,Female,35,United_States,0
33,Private,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,45,Portugal,0
43,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,20,United_States,0
28,State_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,20,United_States,0
41,Private,HS_grad,9,Married_spouse_absent,Craft_repair,Unmarried,White,Female,40,United_States,0
25,Private,Some_college,10,Married_spouse_absent,Adm_clerical,Own_child,Black,Female,20,United_States,0
59,Local_gov,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,45,United_States,0
45,Local_gov,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,40,United_States,0
38,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,1
40,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,35,United_States,0
46,Federal_gov,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Male,40,United_States,0
35,Private,Assoc_acdm,12,Never_married,Exec_managerial,Not_in_family,White,Female,60,United_States,0
34,Private,HS_grad,9,Divorced,Prof_specialty,Unmarried,White,Female,25,United_States,0
33,Private,Bachelors,13,Never_married,Craft_repair,Own_child,White,Male,20,United_States,0
41,Private,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,36,United_States,0
20,Private,Some_college,10,Never_married,Machine_op_inspct,Own_child,White,Male,40,United_States,0
23,Private,5th_6th,3,Never_married,Other_service,Own_child,White,Male,40,El_Salvador,0
26,Private,Some_college,10,Never_married,Prof_specialty,Not_in_family,White,Female,35,United_States,0
23,Local_gov,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,40,Poland,0
62,Local_gov,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
52,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
58,Private,Some_college,10,Divorced,Other_service,Unmarried,White,Female,42,France,0
25,Private,Bachelors,13,Never_married,Sales,Not_in_family,White,Female,40,United_States,0
24,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,Black,Male,40,United_States,0
19,Private,Some_college,10,Never_married,Protective_serv,Own_child,White,Male,8,United_States,0
43,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,0
47,Local_gov,HS_grad,9,Separated,Adm_clerical,Unmarried,Black,Female,40,United_States,0
39,Private,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,40,United_States,0
